Customer_id,Fullname,Gender,Date_of_birth,Address,Phone_number,Email,Customer_image,Accumulated_points,Customer_segment
TKH09929,"Bùi Thị Chương",Nữ,2002-12-01,"Thảo Điền-Thủ Đức-Hồ Chí Minh",0308054469,CongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,350,Đồng
TKH09959,"Phạm Quốc Chung",Nữ,1987-12-12,"Bình Hiên-Hải Châu-Đà Nẵng",0397900575,AnBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,100,Đồng
TKH09979,"Phạm Quốc Chương",Nữ,1890-02-12,"Quan Hoa-Cầu Giấy-Hà Nội",0363689146,CongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,250,Đồng
TKH00100,"Nguyễn Quốc Bông",Nam,1968-11-02,"Thanh Khê Tây-Thanh Khê-Đà Nẵng",0305853993,AnhBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,250,Bạc
TKH00120,"Nguyễn Thị Bình",Nam,1993-04-08,"Phước Long B-Thủ Đức-Hồ Chí Minh",0341010640,ChuongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,150,Bạc
TKH00150,"Nguyễn Ngọc An",Nữ,2004-09-10,"Thảo Điền-Thủ Đức-Hồ Chí Minh",0386845181,AnNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,150,Bạc
TKH00170,"Bùi Thanh Công",Nữ,2003-07-13,"Phước Long B-Thủ Đức-Hồ Chí Minh",0369809335,AnhBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,200,Bạc
TKH00180,"Bùi Trung Chung",Nữ,1993-10-01,"Bình Hiên-Hải Châu-Đà Nẵng",0372571085,AnNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,50,Bạc
TKH0030,"Phạm Thị Chung",Nam,1987-06-01,"Linh Chiểu-Thủ Đức-Hồ Chí Minh",0370820615,ChuongBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,350,Bạc
TKH00360,"Bùi Quốc Công",Nữ,2003-06-19,"Bình Hiên-Hải Châu-Đà Nẵng",0399511121,CanhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,100,Bạc
TKH00410,"Phạm Quốc Anh",Nam,2003-01-07,"Bình Hiên-Hải Châu-Đà Nẵng",0319823152,ChungNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,400,Bạc
TKH00460,"Nguyễn Trung An",Nam,2001-03-10,"Thanh Khê Tây-Thanh Khê-Đà Nẵng",0307916080,ChungNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,50,Bạc
TKH00490,"Phạm Trung An",Nữ,1987-08-05,"Thọ Quang-Sơn Trà-Đà Nẵng",0364732157,AnPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,250,Bạc
TKH0050,"Phạm Trung Anh",Nữ,1968-10-10,"Linh Chiểu-Thủ Đức-Hồ Chí Minh",0312803366,BinhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,400,Bạc
TKH00640,"Bùi Thị Bình",Nam,1993-05-19,"Linh Chiểu-Thủ Đức-Hồ Chí Minh",0362021792,ChungPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,100,Bạc
TKH00670,"Bùi Thanh Anh",Nam,2003-03-01,"Bình Hiên-Hải Châu-Đà Nẵng",0357118313,ChuongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,300,Bạc
TKH00780,"Nguyễn Ngọc Chương",Nữ,2001-04-11,"Thọ Quang-Sơn Trà-Đà Nẵng",0310235040,AnhBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,350,Bạc
TKH00800,"Phạm Thanh An",Nữ,1993-08-19,"Phước Long B-Thủ Đức-Hồ Chí Minh",0351956400,CongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,400,Bạc
TKH00810,"Nguyễn Trung Chung",Nữ,2002-08-05,"Phước Long B-Thủ Đức-Hồ Chí Minh",0310894078,CongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,150,Bạc
TKH011,"Phạm Quốc Chung",Nam,1999-01-04,"Quan Hoa-Cầu Giấy-Hà Nội",0322826569,BongBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,250,Bạc
TKH01121,"Nguyễn Văn Anh",Nam,1890-09-02,"Linh Chiểu-Thủ Đức-Hồ Chí Minh",0322510815,CongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,400,Bạc
TKH01161,"Phạm Văn Bông",Nam,2003-01-05,"Phan Chu Trinh-Hoàn Kiếm-Hà Nội",0385046910,ChuongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,300,Bạc
TKH01181,"Bùi Thị An",Nữ,2003-09-11,"Phước Long B-Thủ Đức-Hồ Chí Minh",0353992088,BongBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,300,Bạc
TKH0121,"Bùi Quốc Chương",Nam,1957-07-10,"Quan Hoa-Cầu Giấy-Hà Nội",0300917289,ChungNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,150,Bạc
TKH01251,"Nguyễn Thanh Chương",Nam,1957-12-02,"Quan Hoa-Cầu Giấy-Hà Nội",0350853341,BongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,100,Bạc
TKH01261,"Nguyễn Ngọc Bình",Nam,1999-02-02,"Phan Chu Trinh-Hoàn Kiếm-Hà Nội",0340640240,BinhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,150,Bạc
TKH01301,"Nguyễn Trung Chương",Nam,1968-12-08,"Thanh Khê Tây-Thanh Khê-Đà Nẵng",0386971613,CongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,100,Bạc
TKH01311,"Bùi Thanh Chương",Nam,1998-11-13,"Thảo Điền-Thủ Đức-Hồ Chí Minh",0384586921,ChuongBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,250,Bạc
TKH01321,"Bùi Quốc Cảnh",Nam,1987-04-12,"Quan Hoa-Cầu Giấy-Hà Nội",0365650848,CanhPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,50,Bạc
TKH01341,"Phạm Quốc Công",Nam,2001-03-10,"Phước Long B-Thủ Đức-Hồ Chí Minh",0322310022,ChuongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,150,Bạc
TKH01361,"Nguyễn Thị Công",Nam,2004-06-05,"Linh Chiểu-Thủ Đức-Hồ Chí Minh",0384284850,BongBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,150,Bạc
TKH01391,"Phạm Văn Anh",Nữ,1966-11-12,"Phan Chu Trinh-Hoàn Kiếm-Hà Nội",0369645901,BongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,300,Bạc
TKH01401,"Bùi Quốc Cảnh",Nam,1966-08-19,"Phan Chu Trinh-Hoàn Kiếm-Hà Nội",0334707260,BongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,350,Bạc
TKH01471,"Phạm Trung Chung",Nữ,1999-02-16,"Quan Hoa-Cầu Giấy-Hà Nội",0392370755,ChungBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,350,Bạc
TKH01491,"Nguyễn Quốc Công",Nữ,1968-03-07,"Quan Hoa-Cầu Giấy-Hà Nội",0393991083,CanhPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,100,Bạc
TKH01501,"Nguyễn Ngọc Công",Nam,1966-03-05,"Vĩnh Phúc-Ba Đình-Hà Nội",0315390254,ChungBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,100,Bạc
TKH0151,"Bùi Quốc Anh",Nam,2000-12-13,"Thanh Khê Tây-Thanh Khê-Đà Nẵng",0311132986,BinhPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,350,Bạc
TKH01521,"Bùi Trung Công",Nữ,1993-01-13,"Linh Chiểu-Thủ Đức-Hồ Chí Minh",0343081927,BongBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,50,Bạc
TKH01531,"Phạm Ngọc An",Nữ,1999-06-04,"Phan Chu Trinh-Hoàn Kiếm-Hà Nội",0304697743,AnPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,150,Bạc
TKH01551,"Phạm Thị Cảnh",Nam,2002-07-13,"Phan Chu Trinh-Hoàn Kiếm-Hà Nội",0331457186,CanhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,50,Bạc
TKH01581,"Bùi Ngọc Cảnh",Nữ,1998-03-04,"Quan Hoa-Cầu Giấy-Hà Nội",0342356800,BongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,400,Bạc
TKH01591,"Phạm Quốc Anh",Nữ,2003-11-13,"Bình Hiên-Hải Châu-Đà Nẵng",0328237543,BinhPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,50,Bạc
TKH01621,"Bùi Ngọc Cảnh",Nam,1890-01-08,"Phước Long B-Thủ Đức-Hồ Chí Minh",0350229775,AnhPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,300,Bạc
TKH01681,"Phạm Thị Chung",Nữ,1999-02-10,"Phan Chu Trinh-Hoàn Kiếm-Hà Nội",0389993670,CongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,300,Bạc
TKH0171,"Nguyễn Thanh Cảnh",Nam,2003-08-07,"Quan Hoa-Cầu Giấy-Hà Nội",0392153682,AnNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,100,Bạc
TKH01711,"Phạm Ngọc Bình",Nam,1999-02-01,"Vĩnh Phúc-Ba Đình-Hà Nội",0354105992,BinhBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,250,Bạc
TKH01721,"Phạm Thị Bông",Nữ,2002-01-08,"Phan Chu Trinh-Hoàn Kiếm-Hà Nội",0314501483,AnhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,100,Bạc
TKH01821,"Bùi Ngọc Công",Nữ,1993-04-16,"Quan Hoa-Cầu Giấy-Hà Nội",0365735445,BongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,300,Bạc
TKH01831,"Nguyễn Thị An",Nam,1890-12-16,"Thọ Quang-Sơn Trà-Đà Nẵng",0344574861,ChuongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,150,Bạc
TKH01851,"Phạm Quốc Bình",Nữ,1987-01-13,"Thanh Khê Tây-Thanh Khê-Đà Nẵng",0374152951,AnhPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,350,Bạc
TKH01871,"Nguyễn Quốc Cảnh",Nam,1968-06-11,"Vĩnh Phúc-Ba Đình-Hà Nội",0321830740,CongBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,50,Bạc
TKH01901,"Bùi Quốc Công",Nữ,1968-08-12,"Vĩnh Phúc-Ba Đình-Hà Nội",0394767858,BinhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,150,Bạc
TKH0191,"Nguyễn Thị Chương",Nam,1957-01-10,"Quan Hoa-Cầu Giấy-Hà Nội",0399462027,BinhBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,50,Bạc
TKH01961,"Nguyễn Thị Anh",Nam,2001-05-19,"Thảo Điền-Thủ Đức-Hồ Chí Minh",0316127171,ChungPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,400,Bạc
TKH02142,"Bùi Quốc Anh",Nữ,1999-10-08,"Linh Chiểu-Thủ Đức-Hồ Chí Minh",0302466074,AnPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,400,Bạc
TKH02192,"Bùi Ngọc Anh",Nam,1968-08-16,"Bình Hiên-Hải Châu-Đà Nẵng",0322415893,CongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,150,Bạc
TKH022,"Bùi Quốc Công",Nam,2000-01-12,"Vĩnh Phúc-Ba Đình-Hà Nội",0358320707,ChuongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,400,Bạc
TKH02202,"Nguyễn Trung Bình",Nam,2001-03-02,"Quan Hoa-Cầu Giấy-Hà Nội",0325959322,CongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,300,Bạc
TKH02212,"Bùi Ngọc Cảnh",Nam,2000-01-04,"Phước Long B-Thủ Đức-Hồ Chí Minh",0379415860,ChungPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,200,Bạc
TKH0222,"Phạm Quốc Cảnh",Nam,2002-06-08,"Linh Chiểu-Thủ Đức-Hồ Chí Minh",0395270291,BinhPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,100,Bạc
TKH02222,"Nguyễn Văn Chung",Nam,1987-01-08,"Phước Long B-Thủ Đức-Hồ Chí Minh",0374416044,ChuongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,250,Bạc
TKH02252,"Phạm Quốc Công",Nam,2000-02-12,"Thanh Khê Tây-Thanh Khê-Đà Nẵng",0354411610,AnBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,300,Bạc
TKH0232,"Phạm Thanh Chung",Nam,1966-10-13,"Thọ Quang-Sơn Trà-Đà Nẵng",0315513693,ChuongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,300,Bạc
TKH02402,"Bùi Ngọc Anh",Nam,1957-01-10,"Thanh Khê Tây-Thanh Khê-Đà Nẵng",0343545416,CongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,400,Bạc
TKH0242,"Bùi Văn Cảnh",Nam,2000-08-10,"Thảo Điền-Thủ Đức-Hồ Chí Minh",0319881950,AnBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,50,Bạc
TKH02442,"Nguyễn Thanh Bình",Nữ,1966-09-19,"Phước Long B-Thủ Đức-Hồ Chí Minh",0383276033,AnNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,200,Bạc
TKH02462,"Nguyễn Quốc Chung",Nữ,1966-09-01,"Bình Hiên-Hải Châu-Đà Nẵng",0348193243,AnNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,200,Bạc
TKH02472,"Bùi Văn Bông",Nữ,2000-04-16,"Bình Hiên-Hải Châu-Đà Nẵng",0384481239,CanhPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,350,Bạc
TKH02482,"Phạm Văn Bông",Nam,1999-11-16,"Linh Chiểu-Thủ Đức-Hồ Chí Minh",0382665838,CongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,200,Bạc
TKH02492,"Bùi Thị An",Nam,1966-01-07,"Thọ Quang-Sơn Trà-Đà Nẵng",0308564500,AnhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,250,Bạc
TKH02602,"Nguyễn Quốc Bông",Nam,2001-01-02,"Thanh Khê Tây-Thanh Khê-Đà Nẵng",0308820209,ChuongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,350,Bạc
TKH02692,"Nguyễn Ngọc An",Nữ,1993-08-07,"Quan Hoa-Cầu Giấy-Hà Nội",0392549749,ChuongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,350,Bạc
TKH02722,"Bùi Thị Bình",Nam,1966-08-08,"Vĩnh Phúc-Ba Đình-Hà Nội",0357502795,ChungNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,200,Bạc
TKH02752,"Phạm Quốc Bình",Nam,1890-04-16,"Bình Hiên-Hải Châu-Đà Nẵng",0390486516,CongBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,250,Bạc
TKH02782,"Nguyễn Trung Chương",Nam,2001-11-04,"Phan Chu Trinh-Hoàn Kiếm-Hà Nội",0386865835,BongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,150,Bạc
TKH02802,"Phạm Trung Cảnh",Nữ,1890-09-02,"Quan Hoa-Cầu Giấy-Hà Nội",0314755265,CongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,300,Bạc
TKH02902,"Bùi Thị Cảnh",Nam,1966-06-12,"Phước Long B-Thủ Đức-Hồ Chí Minh",0365944883,AnhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,350,Bạc
TKH02912,"Bùi Trung Chương",Nam,1957-10-05,"Thanh Khê Tây-Thanh Khê-Đà Nẵng",0340722305,CongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,100,Bạc
TKH02922,"Phạm Trung Chương",Nữ,1999-04-10,"Vĩnh Phúc-Ba Đình-Hà Nội",0360630823,CanhBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,250,Bạc
TKH02942,"Nguyễn Thị Bình",Nam,1966-06-08,"Phước Long B-Thủ Đức-Hồ Chí Minh",0334564187,AnhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,100,Bạc
TKH02952,"Bùi Trung Công",Nữ,2001-03-07,"Vĩnh Phúc-Ba Đình-Hà Nội",0394932274,CanhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,350,Bạc
TKH03133,"Bùi Ngọc Công",Nam,2003-06-12,"Thảo Điền-Thủ Đức-Hồ Chí Minh",0329825674,BongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,400,Bạc
TKH03173,"Nguyễn Trung An",Nam,1966-11-10,"Thọ Quang-Sơn Trà-Đà Nẵng",0308621543,AnhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,100,Bạc
TKH03213,"Phạm Văn Bình",Nữ,1968-02-13,"Linh Chiểu-Thủ Đức-Hồ Chí Minh",0361786927,BinhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,350,Bạc
TKH03303,"Phạm Thị Anh",Nữ,1968-03-13,"Quan Hoa-Cầu Giấy-Hà Nội",0347181086,CongBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,350,Bạc
TKH03323,"Nguyễn Ngọc Chung",Nam,1993-12-02,"Bình Hiên-Hải Châu-Đà Nẵng",0338872788,CanhBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,250,Bạc
TKH03393,"Phạm Ngọc Cảnh",Nữ,2002-08-12,"Quan Hoa-Cầu Giấy-Hà Nội",0392493492,ChuongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,200,Bạc
TKH03403,"Nguyễn Quốc Cảnh",Nam,1890-03-10,"Linh Chiểu-Thủ Đức-Hồ Chí Minh",0336477896,AnhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,400,Bạc
TKH03423,"Nguyễn Trung Bông",Nam,1968-08-04,"Bình Hiên-Hải Châu-Đà Nẵng",0370971323,CanhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,250,Bạc
TKH0343,"Nguyễn Quốc Công",Nữ,1999-04-04,"Vĩnh Phúc-Ba Đình-Hà Nội",0315022240,ChuongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,150,Bạc
TKH03523,"Nguyễn Quốc Chương",Nữ,1968-04-04,"Quan Hoa-Cầu Giấy-Hà Nội",0394790604,CongBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,100,Bạc
TKH03533,"Phạm Thanh Anh",Nam,1993-02-16,"Phước Long B-Thủ Đức-Hồ Chí Minh",0302963835,BinhPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,400,Bạc
TKH03553,"Phạm Văn Công",Nam,1999-08-10,"Vĩnh Phúc-Ba Đình-Hà Nội",0352462277,ChuongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,300,Bạc
TKH03673,"Phạm Thị An",Nữ,2003-07-16,"Thọ Quang-Sơn Trà-Đà Nẵng",0340335656,AnhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,150,Bạc
TKH03683,"Phạm Trung An",Nữ,1993-12-19,"Thanh Khê Tây-Thanh Khê-Đà Nẵng",0349388681,CongNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-ao-so-mi-trang-465x600.jpg,150,Bạc
TKH03693,"Bùi Quốc Chung",Nam,2004-12-07,"Bình Hiên-Hải Châu-Đà Nẵng",0344959811,CongBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-phong-xanh-467x600.jpg,150,Bạc
TKH03703,"Nguyễn Ngọc Cảnh",Nữ,2004-10-08,"Thảo Điền-Thủ Đức-Hồ Chí Minh",0364691842,BongPham@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,300,Bạc
TKH03753,"Bùi Thị Cảnh",Nữ,1987-01-07,"Bình Hiên-Hải Châu-Đà Nẵng",0336402511,BongBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nam-mac-vest-450x600.jpg,400,Bạc
TKH03783,"Nguyễn Ngọc Bông",Nữ,1957-08-01,"Linh Chiểu-Thủ Đức-Hồ Chí Minh",0379303984,BinhBui@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-phong-xanh-450x600.jpg,400,Bạc
TKH03813,"Phạm Văn Anh",Nam,1957-04-05,"Phan Chu Trinh-Hoàn Kiếm-Hà Nội",0384560450,BinhNguyen@gmail.com,https://toigingiuvedep.vn/wp-content/uploads/2022/11/mau-anh-the-dep-nu-400x600.jpg,250,Bạc
